Incident Type,Date,Location,Number of Victims,Responsible Party,Latitude,Longitude,Source
Ethnic Cleansing,2060-01-31,"Rakhine, Myanmar",24000,Myanmar Military,20.5,92.9,Human Rights Watch 2017
Sexual Violence,2060-02-15,Congo,120,Militias in Congo,-4.04,29.9,Human Rights Watch 2018
Hospital Bombing,2060-03-01,"Kunduz, Afghanistan",42,US Air Force,36.73,68.87,MSF Report 2016
Cluster Munitions,2060-03-16,"Nagorno-Karabakh, Azerbaijan",52,Armenian Armed Forces,39.8,46.8,HRW Report 2020
Civilian Bombing,2060-03-31,"Gaza, Palestine",78,Israel Air Force,31.5,34.5,UN Report 2024-11-02
Blocked Humanitarian Aid,2060-04-15,Yemen,2000000,Saudi-led Coalition,15.55,48.5,WHO 2024
Chemical Weapon Use,2060-04-30,"Ghouta, Syria",1400,Assad Regime,33.5,36.3,OPCW Investigation 2013
Forced Displacement,2060-05-15,Ukraine,1000000,Russian Armed Forces,48.3,31.1,UNHCR 2022 Report
Mass Executions,2060-05-30,"Sindh, Iraq",2000,ISIS,35.5,43.5,Amnesty International Report 2014
Ethnic Cleansing,2060-06-14,"Rakhine, Myanmar",24000,Myanmar Military,20.5,92.9,Human Rights Watch 2017
Sexual Violence,2060-06-29,Congo,120,Militias in Congo,-4.04,29.9,Human Rights Watch 2018
Hospital Bombing,2060-07-14,"Kunduz, Afghanistan",42,US Air Force,36.73,68.87,MSF Report 2016
Cluster Munitions,2060-07-29,"Nagorno-Karabakh, Azerbaijan",52,Armenian Armed Forces,39.8,46.8,HRW Report 2020
Civilian Bombing,2060-08-13,"Gaza, Palestine",78,Israel Air Force,31.5,34.5,UN Report 2024-11-02
Blocked Humanitarian Aid,2060-08-28,Yemen,2000000,Saudi-led Coalition,15.55,48.5,WHO 2024
Chemical Weapon Use,2060-09-12,"Ghouta, Syria",1400,Assad Regime,33.5,36.3,OPCW Investigation 2013
Forced Displacement,2060-09-27,Ukraine,1000000,Russian Armed Forces,48.3,31.1,UNHCR 2022 Report
Mass Executions,2060-10-12,"Sindh, Iraq",2000,ISIS,35.5,43.5,Amnesty International Report 2014
Ethnic Cleansing,2060-10-27,"Rakhine, Myanmar",24000,Myanmar Military,20.5,92.9,Human Rights Watch 2017
Sexual Violence,2060-11-11,Congo,120,Militias in Congo,-4.04,29.9,Human Rights Watch 2018
Hospital Bombing,2060-11-26,"Kunduz, Afghanistan",42,US Air Force,36.73,68.87,MSF Report 2016
Cluster Munitions,2060-12-11,"Nagorno-Karabakh, Azerbaijan",52,Armenian Armed Forces,39.8,46.8,HRW Report 2020
Civilian Bombing,2060-12-26,"Gaza, Palestine",78,Israel Air Force,31.5,34.5,UN Report 2024-11-02
Blocked Humanitarian Aid,2061-01-10,Yemen,2000000,Saudi-led Coalition,15.55,48.5,WHO 2024
Chemical Weapon Use,2061-01-25,"Ghouta, Syria",1400,Assad Regime,33.5,36.3,OPCW Investigation 2013
Forced Displacement,2061-02-09,Ukraine,1000000,Russian Armed Forces,48.3,31.1,UNHCR 2022 Report
Mass Executions,2061-02-24,"Sindh, Iraq",2000,ISIS,35.5,43.5,Amnesty International Report 2014
Ethnic Cleansing,2061-03-11,"Rakhine, Myanmar",24000,Myanmar Military,20.5,92.9,Human Rights Watch 2017
Sexual Violence,2061-03-26,Congo,120,Militias in Congo,-4.04,29.9,Human Rights Watch 2018
Hospital Bombing,2061-04-10,"Kunduz, Afghanistan",42,US Air Force,36.73,68.87,MSF Report 2016
Cluster Munitions,2061-04-25,"Nagorno-Karabakh, Azerbaijan",52,Armenian Armed Forces,39.8,46.8,HRW Report 2020
Civilian Bombing,2061-05-10,"Gaza, Palestine",78,Israel Air Force,31.5,34.5,UN Report 2024-11-02
Blocked Humanitarian Aid,2061-05-25,Yemen,2000000,Saudi-led Coalition,15.55,48.5,WHO 2024
Chemical Weapon Use,2061-06-09,"Ghouta, Syria",1400,Assad Regime,33.5,36.3,OPCW Investigation 2013
Forced Displacement,2061-06-24,Ukraine,1000000,Russian Armed Forces,48.3,31.1,UNHCR 2022 Report
Mass Executions,2061-07-09,"Sindh, Iraq",2000,ISIS,35.5,43.5,Amnesty International Report 2014
Ethnic Cleansing,2061-07-24,"Rakhine, Myanmar",24000,Myanmar Military,20.5,92.9,Human Rights Watch 2017
Sexual Violence,2061-08-08,Congo,120,Militias in Congo,-4.04,29.9,Human Rights Watch 2018
Hospital Bombing,2061-08-23,"Kunduz, Afghanistan",42,US Air Force,36.73,68.87,MSF Report 2016
Cluster Munitions,2061-09-07,"Nagorno-Karabakh, Azerbaijan",52,Armenian Armed Forces,39.8,46.8,HRW Report 2020
Civilian Bombing,2061-09-22,"Gaza, Palestine",78,Israel Air Force,31.5,34.5,UN Report 2024-11-02
Blocked Humanitarian Aid,2061-10-07,Yemen,2000000,Saudi-led Coalition,15.55,48.5,WHO 2024
Chemical Weapon Use,2061-10-22,"Ghouta, Syria",1400,Assad Regime,33.5,36.3,OPCW Investigation 2013
Forced Displacement,2061-11-06,Ukraine,1000000,Russian Armed Forces,48.3,31.1,UNHCR 2022 Report
Mass Executions,2061-11-21,"Sindh, Iraq",2000,ISIS,35.5,43.5,Amnesty International Report 2014
Ethnic Cleansing,2061-12-06,"Rakhine, Myanmar",24000,Myanmar Military,20.5,92.9,Human Rights Watch 2017
Sexual Violence,2061-12-21,Congo,120,Militias in Congo,-4.04,29.9,Human Rights Watch 2018
Hospital Bombing,2062-01-05,"Kunduz, Afghanistan",42,US Air Force,36.73,68.87,MSF Report 2016
Cluster Munitions,2062-01-20,"Nagorno-Karabakh, Azerbaijan",52,Armenian Armed Forces,39.8,46.8,HRW Report 2020
Civilian Bombing,2062-02-04,"Gaza, Palestine",78,Israel Air Force,31.5,34.5,UN Report 2024-11-02
Blocked Humanitarian Aid,2062-02-19,Yemen,2000000,Saudi-led Coalition,15.55,48.5,WHO 2024
Chemical Weapon Use,2062-03-06,"Ghouta, Syria",1400,Assad Regime,33.5,36.3,OPCW Investigation 2013
Forced Displacement,2062-03-21,Ukraine,1000000,Russian Armed Forces,48.3,31.1,UNHCR 2022 Report
Mass Executions,2062-04-05,"Sindh, Iraq",2000,ISIS,35.5,43.5,Amnesty International Report 2014
Ethnic Cleansing,2062-04-20,"Rakhine, Myanmar",24000,Myanmar Military,20.5,92.9,Human Rights Watch 2017
Sexual Violence,2062-05-05,Congo,120,Militias in Congo,-4.04,29.9,Human Rights Watch 2018
Hospital Bombing,2062-05-20,"Kunduz, Afghanistan",42,US Air Force,36.73,68.87,MSF Report 2016
Cluster Munitions,2062-06-04,"Nagorno-Karabakh, Azerbaijan",52,Armenian Armed Forces,39.8,46.8,HRW Report 2020
Civilian Bombing,2062-06-19,"Gaza, Palestine",78,Israel Air Force,31.5,34.5,UN Report 2024-11-02
Blocked Humanitarian Aid,2062-07-04,Yemen,2000000,Saudi-led Coalition,15.55,48.5,WHO 2024
Chemical Weapon Use,2062-07-19,"Ghouta, Syria",1400,Assad Regime,33.5,36.3,OPCW Investigation 2013
Forced Displacement,2062-08-03,Ukraine,1000000,Russian Armed Forces,48.3,31.1,UNHCR 2022 Report
Mass Executions,2062-08-18,"Sindh, Iraq",2000,ISIS,35.5,43.5,Amnesty International Report 2014
Ethnic Cleansing,2062-09-02,"Rakhine, Myanmar",24000,Myanmar Military,20.5,92.9,Human Rights Watch 2017
Sexual Violence,2062-09-17,Congo,120,Militias in Congo,-4.04,29.9,Human Rights Watch 2018
Hospital Bombing,2062-10-02,"Kunduz, Afghanistan",42,US Air Force,36.73,68.87,MSF Report 2016
Cluster Munitions,2062-10-17,"Nagorno-Karabakh, Azerbaijan",52,Armenian Armed Forces,39.8,46.8,HRW Report 2020
Civilian Bombing,2062-11-01,"Gaza, Palestine",78,Israel Air Force,31.5,34.5,UN Report 2024-11-02
Blocked Humanitarian Aid,2062-11-16,Yemen,2000000,Saudi-led Coalition,15.55,48.5,WHO 2024
Chemical Weapon Use,2062-12-01,"Ghouta, Syria",1400,Assad Regime,33.5,36.3,OPCW Investigation 2013
Forced Displacement,2062-12-16,Ukraine,1000000,Russian Armed Forces,48.3,31.1,UNHCR 2022 Report
Mass Executions,2062-12-31,"Sindh, Iraq",2000,ISIS,35.5,43.5,Amnesty International Report 2014
Ethnic Cleansing,2063-01-15,"Rakhine, Myanmar",24000,Myanmar Military,20.5,92.9,Human Rights Watch 2017
Sexual Violence,2063-01-30,Congo,120,Militias in Congo,-4.04,29.9,Human Rights Watch 2018
Hospital Bombing,2063-02-14,"Kunduz, Afghanistan",42,US Air Force,36.73,68.87,MSF Report 2016
Cluster Munitions,2063-03-01,"Nagorno-Karabakh, Azerbaijan",52,Armenian Armed Forces,39.8,46.8,HRW Report 2020
Civilian Bombing,2063-03-16,"Gaza, Palestine",78,Israel Air Force,31.5,34.5,UN Report 2024-11-02
Blocked Humanitarian Aid,2063-03-31,Yemen,2000000,Saudi-led Coalition,15.55,48.5,WHO 2024
Chemical Weapon Use,2063-04-15,"Ghouta, Syria",1400,Assad Regime,33.5,36.3,OPCW Investigation 2013
Forced Displacement,2063-04-30,Ukraine,1000000,Russian Armed Forces,48.3,31.1,UNHCR 2022 Report
Mass Executions,2063-05-15,"Sindh, Iraq",2000,ISIS,35.5,43.5,Amnesty International Report 2014
Ethnic Cleansing,2063-05-30,"Rakhine, Myanmar",24000,Myanmar Military,20.5,92.9,Human Rights Watch 2017
Sexual Violence,2063-06-14,Congo,120,Militias in Congo,-4.04,29.9,Human Rights Watch 2018
Hospital Bombing,2063-06-29,"Kunduz, Afghanistan",42,US Air Force,36.73,68.87,MSF Report 2016
Cluster Munitions,2063-07-14,"Nagorno-Karabakh, Azerbaijan",52,Armenian Armed Forces,39.8,46.8,HRW Report 2020
Civilian Bombing,2063-07-29,"Gaza, Palestine",78,Israel Air Force,31.5,34.5,UN Report 2024-11-02
Blocked Humanitarian Aid,2063-08-13,Yemen,2000000,Saudi-led Coalition,15.55,48.5,WHO 2024
Chemical Weapon Use,2063-08-28,"Ghouta, Syria",1400,Assad Regime,33.5,36.3,OPCW Investigation 2013
Forced Displacement,2063-09-12,Ukraine,1000000,Russian Armed Forces,48.3,31.1,UNHCR 2022 Report
Mass Executions,2063-09-27,"Sindh, Iraq",2000,ISIS,35.5,43.5,Amnesty International Report 2014
Ethnic Cleansing,2063-10-12,"Rakhine, Myanmar",24000,Myanmar Military,20.5,92.9,Human Rights Watch 2017
Sexual Violence,2063-10-27,Congo,120,Militias in Congo,-4.04,29.9,Human Rights Watch 2018
Hospital Bombing,2063-11-11,"Kunduz, Afghanistan",42,US Air Force,36.73,68.87,MSF Report 2016
Cluster Munitions,2063-11-26,"Nagorno-Karabakh, Azerbaijan",52,Armenian Armed Forces,39.8,46.8,HRW Report 2020
Civilian Bombing,2063-12-11,"Gaza, Palestine",78,Israel Air Force,31.5,34.5,UN Report 2024-11-02
Blocked Humanitarian Aid,2063-12-26,Yemen,2000000,Saudi-led Coalition,15.55,48.5,WHO 2024
Chemical Weapon Use,2064-01-10,"Ghouta, Syria",1400,Assad Regime,33.5,36.3,OPCW Investigation 2013
Forced Displacement,2064-01-25,Ukraine,1000000,Russian Armed Forces,48.3,31.1,UNHCR 2022 Report
Mass Executions,2064-02-09,"Sindh, Iraq",2000,ISIS,35.5,43.5,Amnesty International Report 2014
Ethnic Cleansing,2064-02-24,"Rakhine, Myanmar",24000,Myanmar Military,20.5,92.9,Human Rights Watch 2017
Sexual Violence,2064-03-10,Congo,120,Militias in Congo,-4.04,29.9,Human Rights Watch 2018
Hospital Bombing,2064-03-25,"Kunduz, Afghanistan",42,US Air Force,36.73,68.87,MSF Report 2016
Cluster Munitions,2064-04-09,"Nagorno-Karabakh, Azerbaijan",52,Armenian Armed Forces,39.8,46.8,HRW Report 2020
Civilian Bombing,2064-04-24,"Gaza, Palestine",78,Israel Air Force,31.5,34.5,UN Report 2024-11-02
Blocked Humanitarian Aid,2064-05-09,Yemen,2000000,Saudi-led Coalition,15.55,48.5,WHO 2024
Chemical Weapon Use,2064-05-24,"Ghouta, Syria",1400,Assad Regime,33.5,36.3,OPCW Investigation 2013
Forced Displacement,2064-06-08,Ukraine,1000000,Russian Armed Forces,48.3,31.1,UNHCR 2022 Report
Mass Executions,2064-06-23,"Sindh, Iraq",2000,ISIS,35.5,43.5,Amnesty International Report 2014
Ethnic Cleansing,2064-07-08,"Rakhine, Myanmar",24000,Myanmar Military,20.5,92.9,Human Rights Watch 2017
Sexual Violence,2064-07-23,Congo,120,Militias in Congo,-4.04,29.9,Human Rights Watch 2018
Hospital Bombing,2064-08-07,"Kunduz, Afghanistan",42,US Air Force,36.73,68.87,MSF Report 2016
Cluster Munitions,2064-08-22,"Nagorno-Karabakh, Azerbaijan",52,Armenian Armed Forces,39.8,46.8,HRW Report 2020
Civilian Bombing,2064-09-06,"Gaza, Palestine",78,Israel Air Force,31.5,34.5,UN Report 2024-11-02
Blocked Humanitarian Aid,2064-09-21,Yemen,2000000,Saudi-led Coalition,15.55,48.5,WHO 2024
Chemical Weapon Use,2064-10-06,"Ghouta, Syria",1400,Assad Regime,33.5,36.3,OPCW Investigation 2013
Forced Displacement,2064-10-21,Ukraine,1000000,Russian Armed Forces,48.3,31.1,UNHCR 2022 Report
Mass Executions,2064-11-05,"Sindh, Iraq",2000,ISIS,35.5,43.5,Amnesty International Report 2014
Ethnic Cleansing,2064-11-20,"Rakhine, Myanmar",24000,Myanmar Military,20.5,92.9,Human Rights Watch 2017
Sexual Violence,2064-12-05,Congo,120,Militias in Congo,-4.04,29.9,Human Rights Watch 2018
Hospital Bombing,2064-12-20,"Kunduz, Afghanistan",42,US Air Force,36.73,68.87,MSF Report 2016
Cluster Munitions,2065-01-04,"Nagorno-Karabakh, Azerbaijan",52,Armenian Armed Forces,39.8,46.8,HRW Report 2020
Civilian Bombing,2065-01-19,"Gaza, Palestine",78,Israel Air Force,31.5,34.5,UN Report 2024-11-02
Blocked Humanitarian Aid,2065-02-03,Yemen,2000000,Saudi-led Coalition,15.55,48.5,WHO 2024
Chemical Weapon Use,2065-02-18,"Ghouta, Syria",1400,Assad Regime,33.5,36.3,OPCW Investigation 2013
Forced Displacement,2065-03-05,Ukraine,1000000,Russian Armed Forces,48.3,31.1,UNHCR 2022 Report
Mass Executions,2065-03-20,"Sindh, Iraq",2000,ISIS,35.5,43.5,Amnesty International Report 2014
Ethnic Cleansing,2065-04-04,"Rakhine, Myanmar",24000,Myanmar Military,20.5,92.9,Human Rights Watch 2017
Sexual Violence,2065-04-19,Congo,120,Militias in Congo,-4.04,29.9,Human Rights Watch 2018
Hospital Bombing,2065-05-04,"Kunduz, Afghanistan",42,US Air Force,36.73,68.87,MSF Report 2016
Cluster Munitions,2065-05-19,"Nagorno-Karabakh, Azerbaijan",52,Armenian Armed Forces,39.8,46.8,HRW Report 2020
Civilian Bombing,2065-06-03,"Gaza, Palestine",78,Israel Air Force,31.5,34.5,UN Report 2024-11-02
Blocked Humanitarian Aid,2065-06-18,Yemen,2000000,Saudi-led Coalition,15.55,48.5,WHO 2024
Chemical Weapon Use,2065-07-03,"Ghouta, Syria",1400,Assad Regime,33.5,36.3,OPCW Investigation 2013
Forced Displacement,2065-07-18,Ukraine,1000000,Russian Armed Forces,48.3,31.1,UNHCR 2022 Report
Mass Executions,2065-08-02,"Sindh, Iraq",2000,ISIS,35.5,43.5,Amnesty International Report 2014
Ethnic Cleansing,2065-08-17,"Rakhine, Myanmar",24000,Myanmar Military,20.5,92.9,Human Rights Watch 2017
Sexual Violence,2065-09-01,Congo,120,Militias in Congo,-4.04,29.9,Human Rights Watch 2018
Hospital Bombing,2065-09-16,"Kunduz, Afghanistan",42,US Air Force,36.73,68.87,MSF Report 2016
Cluster Munitions,2065-10-01,"Nagorno-Karabakh, Azerbaijan",52,Armenian Armed Forces,39.8,46.8,HRW Report 2020
Civilian Bombing,2065-10-16,"Gaza, Palestine",78,Israel Air Force,31.5,34.5,UN Report 2024-11-02
Blocked Humanitarian Aid,2065-10-31,Yemen,2000000,Saudi-led Coalition,15.55,48.5,WHO 2024
Chemical Weapon Use,2065-11-15,"Ghouta, Syria",1400,Assad Regime,33.5,36.3,OPCW Investigation 2013
Forced Displacement,2065-11-30,Ukraine,1000000,Russian Armed Forces,48.3,31.1,UNHCR 2022 Report
Mass Executions,2065-12-15,"Sindh, Iraq",2000,ISIS,35.5,43.5,Amnesty International Report 2014
Ethnic Cleansing,2065-12-30,"Rakhine, Myanmar",24000,Myanmar Military,20.5,92.9,Human Rights Watch 2017
Sexual Violence,2066-01-14,Congo,120,Militias in Congo,-4.04,29.9,Human Rights Watch 2018
Hospital Bombing,2066-01-29,"Kunduz, Afghanistan",42,US Air Force,36.73,68.87,MSF Report 2016
Cluster Munitions,2066-02-13,"Nagorno-Karabakh, Azerbaijan",52,Armenian Armed Forces,39.8,46.8,HRW Report 2020
Civilian Bombing,2066-02-28,"Gaza, Palestine",78,Israel Air Force,31.5,34.5,UN Report 2024-11-02
Blocked Humanitarian Aid,2066-03-15,Yemen,2000000,Saudi-led Coalition,15.55,48.5,WHO 2024
Chemical Weapon Use,2066-03-30,"Ghouta, Syria",1400,Assad Regime,33.5,36.3,OPCW Investigation 2013
Forced Displacement,2066-04-14,Ukraine,1000000,Russian Armed Forces,48.3,31.1,UNHCR 2022 Report
Mass Executions,2066-04-29,"Sindh, Iraq",2000,ISIS,35.5,43.5,Amnesty International Report 2014
Ethnic Cleansing,2066-05-14,"Rakhine, Myanmar",24000,Myanmar Military,20.5,92.9,Human Rights Watch 2017
Sexual Violence,2066-05-29,Congo,120,Militias in Congo,-4.04,29.9,Human Rights Watch 2018
Hospital Bombing,2066-06-13,"Kunduz, Afghanistan",42,US Air Force,36.73,68.87,MSF Report 2016
Cluster Munitions,2066-06-28,"Nagorno-Karabakh, Azerbaijan",52,Armenian Armed Forces,39.8,46.8,HRW Report 2020
Civilian Bombing,2066-07-13,"Gaza, Palestine",78,Israel Air Force,31.5,34.5,UN Report 2024-11-02
Blocked Humanitarian Aid,2066-07-28,Yemen,2000000,Saudi-led Coalition,15.55,48.5,WHO 2024
Chemical Weapon Use,2066-08-12,"Ghouta, Syria",1400,Assad Regime,33.5,36.3,OPCW Investigation 2013
Forced Displacement,2066-08-27,Ukraine,1000000,Russian Armed Forces,48.3,31.1,UNHCR 2022 Report
Mass Executions,2066-09-11,"Sindh, Iraq",2000,ISIS,35.5,43.5,Amnesty International Report 2014
Ethnic Cleansing,2066-09-26,"Rakhine, Myanmar",24000,Myanmar Military,20.5,92.9,Human Rights Watch 2017
Sexual Violence,2066-10-11,Congo,120,Militias in Congo,-4.04,29.9,Human Rights Watch 2018
Hospital Bombing,2066-10-26,"Kunduz, Afghanistan",42,US Air Force,36.73,68.87,MSF Report 2016
Cluster Munitions,2066-11-10,"Nagorno-Karabakh, Azerbaijan",52,Armenian Armed Forces,39.8,46.8,HRW Report 2020
Civilian Bombing,2066-11-25,"Gaza, Palestine",78,Israel Air Force,31.5,34.5,UN Report 2024-11-02
Blocked Humanitarian Aid,2066-12-10,Yemen,2000000,Saudi-led Coalition,15.55,48.5,WHO 2024
Chemical Weapon Use,2066-12-25,"Ghouta, Syria",1400,Assad Regime,33.5,36.3,OPCW Investigation 2013
Forced Displacement,2067-01-09,Ukraine,1000000,Russian Armed Forces,48.3,31.1,UNHCR 2022 Report
Mass Executions,2067-01-24,"Sindh, Iraq",2000,ISIS,35.5,43.5,Amnesty International Report 2014
Ethnic Cleansing,2067-02-08,"Rakhine, Myanmar",24000,Myanmar Military,20.5,92.9,Human Rights Watch 2017
Sexual Violence,2067-02-23,Congo,120,Militias in Congo,-4.04,29.9,Human Rights Watch 2018
Hospital Bombing,2067-03-10,"Kunduz, Afghanistan",42,US Air Force,36.73,68.87,MSF Report 2016
Cluster Munitions,2067-03-25,"Nagorno-Karabakh, Azerbaijan",52,Armenian Armed Forces,39.8,46.8,HRW Report 2020
Civilian Bombing,2067-04-09,"Gaza, Palestine",78,Israel Air Force,31.5,34.5,UN Report 2024-11-02
Blocked Humanitarian Aid,2067-04-24,Yemen,2000000,Saudi-led Coalition,15.55,48.5,WHO 2024
Chemical Weapon Use,2067-05-09,"Ghouta, Syria",1400,Assad Regime,33.5,36.3,OPCW Investigation 2013
Forced Displacement,2067-05-24,Ukraine,1000000,Russian Armed Forces,48.3,31.1,UNHCR 2022 Report
Mass Executions,2067-06-08,"Sindh, Iraq",2000,ISIS,35.5,43.5,Amnesty International Report 2014
Ethnic Cleansing,2067-06-23,"Rakhine, Myanmar",24000,Myanmar Military,20.5,92.9,Human Rights Watch 2017
Sexual Violence,2067-07-08,Congo,120,Militias in Congo,-4.04,29.9,Human Rights Watch 2018
Hospital Bombing,2067-07-23,"Kunduz, Afghanistan",42,US Air Force,36.73,68.87,MSF Report 2016
Cluster Munitions,2067-08-07,"Nagorno-Karabakh, Azerbaijan",52,Armenian Armed Forces,39.8,46.8,HRW Report 2020
Civilian Bombing,2067-08-22,"Gaza, Palestine",78,Israel Air Force,31.5,34.5,UN Report 2024-11-02
Blocked Humanitarian Aid,2067-09-06,Yemen,2000000,Saudi-led Coalition,15.55,48.5,WHO 2024
Chemical Weapon Use,2067-09-21,"Ghouta, Syria",1400,Assad Regime,33.5,36.3,OPCW Investigation 2013
Forced Displacement,2067-10-06,Ukraine,1000000,Russian Armed Forces,48.3,31.1,UNHCR 2022 Report
Mass Executions,2067-10-21,"Sindh, Iraq",2000,ISIS,35.5,43.5,Amnesty International Report 2014
Ethnic Cleansing,2067-11-05,"Rakhine, Myanmar",24000,Myanmar Military,20.5,92.9,Human Rights Watch 2017
Sexual Violence,2067-11-20,Congo,120,Militias in Congo,-4.04,29.9,Human Rights Watch 2018
Hospital Bombing,2067-12-05,"Kunduz, Afghanistan",42,US Air Force,36.73,68.87,MSF Report 2016
Cluster Munitions,2067-12-20,"Nagorno-Karabakh, Azerbaijan",52,Armenian Armed Forces,39.8,46.8,HRW Report 2020
Civilian Bombing,2068-01-04,"Gaza, Palestine",78,Israel Air Force,31.5,34.5,UN Report 2024-11-02
Blocked Humanitarian Aid,2068-01-19,Yemen,2000000,Saudi-led Coalition,15.55,48.5,WHO 2024
Chemical Weapon Use,2068-02-03,"Ghouta, Syria",1400,Assad Regime,33.5,36.3,OPCW Investigation 2013
Forced Displacement,2068-02-18,Ukraine,1000000,Russian Armed Forces,48.3,31.1,UNHCR 2022 Report
Mass Executions,2068-03-04,"Sindh, Iraq",2000,ISIS,35.5,43.5,Amnesty International Report 2014
Ethnic Cleansing,2068-03-19,"Rakhine, Myanmar",24000,Myanmar Military,20.5,92.9,Human Rights Watch 2017
Sexual Violence,2068-04-03,Congo,120,Militias in Congo,-4.04,29.9,Human Rights Watch 2018
Hospital Bombing,2068-04-18,"Kunduz, Afghanistan",42,US Air Force,36.73,68.87,MSF Report 2016
Cluster Munitions,2068-05-03,"Nagorno-Karabakh, Azerbaijan",52,Armenian Armed Forces,39.8,46.8,HRW Report 2020
Civilian Bombing,2068-05-18,"Gaza, Palestine",78,Israel Air Force,31.5,34.5,UN Report 2024-11-02
Blocked Humanitarian Aid,2068-06-02,Yemen,2000000,Saudi-led Coalition,15.55,48.5,WHO 2024
Chemical Weapon Use,2068-06-17,"Ghouta, Syria",1400,Assad Regime,33.5,36.3,OPCW Investigation 2013
Forced Displacement,2068-07-02,Ukraine,1000000,Russian Armed Forces,48.3,31.1,UNHCR 2022 Report
Mass Executions,2068-07-17,"Sindh, Iraq",2000,ISIS,35.5,43.5,Amnesty International Report 2014
Ethnic Cleansing,2068-08-01,"Rakhine, Myanmar",24000,Myanmar Military,20.5,92.9,Human Rights Watch 2017
Sexual Violence,2068-08-16,Congo,120,Militias in Congo,-4.04,29.9,Human Rights Watch 2018
Hospital Bombing,2068-08-31,"Kunduz, Afghanistan",42,US Air Force,36.73,68.87,MSF Report 2016
Cluster Munitions,2068-09-15,"Nagorno-Karabakh, Azerbaijan",52,Armenian Armed Forces,39.8,46.8,HRW Report 2020
Civilian Bombing,2068-09-30,"Gaza, Palestine",78,Israel Air Force,31.5,34.5,UN Report 2024-11-02
Blocked Humanitarian Aid,2068-10-15,Yemen,2000000,Saudi-led Coalition,15.55,48.5,WHO 2024
Chemical Weapon Use,2068-10-30,"Ghouta, Syria",1400,Assad Regime,33.5,36.3,OPCW Investigation 2013
Forced Displacement,2068-11-14,Ukraine,1000000,Russian Armed Forces,48.3,31.1,UNHCR 2022 Report
Mass Executions,2068-11-29,"Sindh, Iraq",2000,ISIS,35.5,43.5,Amnesty International Report 2014
Ethnic Cleansing,2068-12-14,"Rakhine, Myanmar",24000,Myanmar Military,20.5,92.9,Human Rights Watch 2017
Sexual Violence,2068-12-29,Congo,120,Militias in Congo,-4.04,29.9,Human Rights Watch 2018
Hospital Bombing,2069-01-13,"Kunduz, Afghanistan",42,US Air Force,36.73,68.87,MSF Report 2016
Cluster Munitions,2069-01-28,"Nagorno-Karabakh, Azerbaijan",52,Armenian Armed Forces,39.8,46.8,HRW Report 2020
Civilian Bombing,2069-02-12,"Gaza, Palestine",78,Israel Air Force,31.5,34.5,UN Report 2024-11-02
Blocked Humanitarian Aid,2069-02-27,Yemen,2000000,Saudi-led Coalition,15.55,48.5,WHO 2024
Chemical Weapon Use,2069-03-14,"Ghouta, Syria",1400,Assad Regime,33.5,36.3,OPCW Investigation 2013
Forced Displacement,2069-03-29,Ukraine,1000000,Russian Armed Forces,48.3,31.1,UNHCR 2022 Report
Mass Executions,2069-04-13,"Sindh, Iraq",2000,ISIS,35.5,43.5,Amnesty International Report 2014
Ethnic Cleansing,2069-04-28,"Rakhine, Myanmar",24000,Myanmar Military,20.5,92.9,Human Rights Watch 2017
Sexual Violence,2069-05-13,Congo,120,Militias in Congo,-4.04,29.9,Human Rights Watch 2018
Hospital Bombing,2069-05-28,"Kunduz, Afghanistan",42,US Air Force,36.73,68.87,MSF Report 2016
Cluster Munitions,2069-06-12,"Nagorno-Karabakh, Azerbaijan",52,Armenian Armed Forces,39.8,46.8,HRW Report 2020
Civilian Bombing,2069-06-27,"Gaza, Palestine",78,Israel Air Force,31.5,34.5,UN Report 2024-11-02
Blocked Humanitarian Aid,2069-07-12,Yemen,2000000,Saudi-led Coalition,15.55,48.5,WHO 2024
Chemical Weapon Use,2069-07-27,"Ghouta, Syria",1400,Assad Regime,33.5,36.3,OPCW Investigation 2013
Forced Displacement,2069-08-11,Ukraine,1000000,Russian Armed Forces,48.3,31.1,UNHCR 2022 Report
Mass Executions,2069-08-26,"Sindh, Iraq",2000,ISIS,35.5,43.5,Amnesty International Report 2014
Ethnic Cleansing,2069-09-10,"Rakhine, Myanmar",24000,Myanmar Military,20.5,92.9,Human Rights Watch 2017
Sexual Violence,2069-09-25,Congo,120,Militias in Congo,-4.04,29.9,Human Rights Watch 2018
Hospital Bombing,2069-10-10,"Kunduz, Afghanistan",42,US Air Force,36.73,68.87,MSF Report 2016
Cluster Munitions,2069-10-25,"Nagorno-Karabakh, Azerbaijan",52,Armenian Armed Forces,39.8,46.8,HRW Report 2020
Civilian Bombing,2069-11-09,"Gaza, Palestine",78,Israel Air Force,31.5,34.5,UN Report 2024-11-02
Blocked Humanitarian Aid,2069-11-24,Yemen,2000000,Saudi-led Coalition,15.55,48.5,WHO 2024
Chemical Weapon Use,2069-12-09,"Ghouta, Syria",1400,Assad Regime,33.5,36.3,OPCW Investigation 2013
Forced Displacement,2069-12-24,Ukraine,1000000,Russian Armed Forces,48.3,31.1,UNHCR 2022 Report
Mass Executions,2070-01-08,"Sindh, Iraq",2000,ISIS,35.5,43.5,Amnesty International Report 2014
Ethnic Cleansing,2070-01-23,"Rakhine, Myanmar",24000,Myanmar Military,20.5,92.9,Human Rights Watch 2017
